,起飛時間(出發),起飛地點(出發),抵達時間(出發),抵達地點(出發),起飛時間(回程),起飛地點(回程),抵達時間(回程),抵達地點(回程),航空公司,購買網站,一人價格(TWD),兩人總價(TWD),買票去！
110,15:40,TPE,12:50,ICN,10:35,ICN,12:10,TPE,香港航空、大韓航空,Trip.com,11596,23192,https://travel.line.me//flights/28144a4760cc649970fa1dd939941271?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
111,10:35,TPE,14:00,ICN,19:25,GMP,10:20,TPE,真航空、大韓航空,Trip.com,11675,23350,https://travel.line.me//flights/a471068992b6a05c70deba4a6beb53a2?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
112,10:55,TPE,12:40,ICN,13:45,ICN,09:45,TPE,廈門航空,Mytrip,11631,23262,https://travel.line.me//flights/3373a2beede52af8e3d783455a3dfb6e?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
113,16:10,TPE,19:45,ICN,10:35,ICN,12:10,TPE,中華航空、大韓航空,Trip.com,11708,23416,https://travel.line.me//flights/de4ce1241a088ad88914e96ce02d81e2?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
114,17:10,TPE,20:40,ICN,13:45,ICN,09:45,TPE,韓亞航空、廈門航空,Trip.com,11722,23444,https://travel.line.me//flights/bf55dbccc6c553a1b0b8b4d1964041f6?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
115,13:50,TSA,17:25,GMP,10:00,ICN,11:30,TPE,德威航空、韓亞航空,Trip.com,11736,23472,https://travel.line.me//flights/e86fc77236500168045d7bf182f9be1e?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
116,16:10,TPE,19:45,ICN,13:45,ICN,09:45,TPE,中華航空、廈門航空,Trip.com,11742,23484,https://travel.line.me//flights/ef1421208e197bc282ca74e26c4ffb54?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
117,14:50,TPE,08:25,GMP,09:05,ICN,10:50,TPE,濟州航空,Trip.com,11787,23574,https://travel.line.me//flights/82966b6fd0bfb01210c3e4399706e40a?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
118,13:20,TPE,16:50,ICN,19:25,GMP,10:20,TPE,大韓航空,Mytrip,11729,23457,https://travel.line.me//flights/ff824850f535d95d39e183422ac78153?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
119,18:55,TPE,22:35,ICN,19:25,GMP,10:20,TPE,大韓航空,Mytrip,11729,23457,https://travel.line.me//flights/4c35794d71b0508fbc06c7b556354780?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
120,21:55,TPE,01:30,ICN,17:50,ICN,11:45,TPE,台灣虎航、中國國際航空,Trip.com,11800,23600,https://travel.line.me//flights/89aaf4a2e2c5d846109ee290484bb89e?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
121,19:45,TSA,12:40,ICN,09:05,ICN,10:50,TPE,廈門航空、濟州航空,Trip.com,11820,23640,https://travel.line.me//flights/bb788f7e732787990cfdc6de65f52e3b?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
122,10:35,TPE,14:00,ICN,16:05,ICN,17:45,TPE,大韓航空,BudgetAir,11788,23576,https://travel.line.me//flights/f1cd3cd980843c81b4896090c6f93d5a?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
123,15:30,TPE,08:50,ICN,07:50,ICN,09:25,TPE,越竹航空、真航空,Trip.com,11850,23700,https://travel.line.me//flights/22a9d45c980f32cbaca58576dbefc959?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
124,18:00,TPE,21:35,ICN,11:15,GMP,12:55,TSA,酷航、德威航空,eDreams,11792,23583,https://travel.line.me//flights/62b48682cc5f3249d2bcfc1f18f350a8?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
125,15:30,TPE,08:50,ICN,02:30,ICN,04:05,TPE,越竹航空、台灣虎航,Trip.com,11865,23730,https://travel.line.me//flights/2e51518f1025e5532f76cfc5086693e1?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
126,17:10,TPE,20:40,ICN,20:20,GMP,12:30,TPE,韓亞航空,GotoGate,11843,23685,https://travel.line.me//flights/a0f0d69115462278cee2eb4968b099a4?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
127,17:10,TPE,20:40,ICN,19:45,ICN,21:25,TPE,韓亞航空,GotoGate,11876,23751,https://travel.line.me//flights/3dd3501754619cd57fad9744b0f76dda?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
128,18:00,TPE,21:35,ICN,10:00,ICN,11:30,TPE,酷航、韓亞航空,Trip.com,11977,23954,https://travel.line.me//flights/a4efa4e90038b6dbed2bcaf5fb142fcb?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
129,21:55,TPE,01:30,ICN,10:05,ICN,21:10,TPE,台灣虎航、越南航空,Trip.com,12038,24076,https://travel.line.me//flights/efe072e13a9678f531ea2896fac3445b?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
130,13:20,TPE,16:50,ICN,09:05,ICN,10:50,TPE,大韓航空、濟州航空,Trip.com,12089,24178,https://travel.line.me//flights/8ebea3a0fd8c5e6f92bb69cc582c3867?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
131,18:55,TPE,22:35,ICN,09:05,ICN,10:50,TPE,大韓航空、濟州航空,Trip.com,12089,24178,https://travel.line.me//flights/2c927d0e80aa82b89f4443c4abd6de7a?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
132,21:55,TPE,01:30,ICN,16:05,ICN,17:45,TPE,台灣虎航、大韓航空,Trip.com,12090,24180,https://travel.line.me//flights/5992173e9b6e26c53d65d2f28ba017fa?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
133,09:25,TSA,12:45,GMP,09:05,ICN,10:50,TPE,中華航空、濟州航空,Trip.com,12094,24188,https://travel.line.me//flights/6ae65d55194f7d5c1c8a8f648b01a22b?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
134,13:50,TSA,17:25,GMP,17:50,ICN,11:45,TPE,德威航空、中國國際航空,Trip.com,12129,24258,https://travel.line.me//flights/a6560bb773375f8f32e973046c48f084?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
135,10:35,TPE,14:00,ICN,20:45,ICN,22:20,TPE,真航空、中華航空,eDreams,12112,24224,https://travel.line.me//flights/84c2909eaf0fec807a9660e65e01a77e?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
136,11:50,TPE,15:05,ICN,19:25,GMP,10:20,TPE,濟州航空、大韓航空,Trip.com,12199,24398,https://travel.line.me//flights/7c947e94c4fea4ca1a795f4ff0ff5e81?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
137,11:50,TPE,15:05,ICN,12:35,ICN,14:10,TPE,濟州航空、中華航空,Trip.com,12303,24606,https://travel.line.me//flights/1b8978c076528137f6ab829c1e99b670?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
138,15:15,TPE,18:45,ICN,10:35,ICN,12:10,TPE,長榮航空、大韓航空,Trip.com,12308,24616,https://travel.line.me//flights/99e606db7f4ffb02bea42449bab6cbf6?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
139,07:40,TPE,11:10,ICN,07:50,ICN,09:25,TPE,中華航空、真航空,Trip.com,12310,24620,https://travel.line.me//flights/d208d45f37665e6eb32f5feaae7cfab7?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
140,07:40,TPE,11:10,ICN,02:30,ICN,04:05,TPE,中華航空、台灣虎航,Trip.com,12325,24650,https://travel.line.me//flights/44539064bf9a7dcf95f9d1809aefcd38?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
141,10:35,TPE,14:00,ICN,14:20,ICN,15:50,TPE,真航空、韓亞航空,Trip.com,12328,24656,https://travel.line.me//flights/d65b2ac0e2641ef6368cf716a040d06d?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
142,13:50,TSA,17:25,GMP,11:15,GMP,12:55,TSA,德威航空,GotoGate,12280,24560,https://travel.line.me//flights/8d627d49fd7a2fdd446f70a95219860f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
143,18:00,TPE,21:35,ICN,17:50,ICN,11:45,TPE,酷航、中國國際航空,Trip.com,12370,24740,https://travel.line.me//flights/28bfd60d6447923f971db37914cf7c8f?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
144,14:50,TPE,08:25,GMP,12:55,ICN,17:40,TPE,濟州航空、中國東方航空,Trip.com,12396,24792,https://travel.line.me//flights/81674b9f7ae2a40bc048f92bdb64def7?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
145,07:40,TPE,11:10,ICN,12:35,ICN,14:10,TPE,中華航空,ezfly 易飛網,12436,24872,https://travel.line.me//flights/1872e21d72af585d7fb2db60a11be70a?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
146,13:50,TSA,17:25,GMP,16:05,ICN,17:45,TPE,德威航空、大韓航空,Trip.com,12419,24838,https://travel.line.me//flights/04860a7193904bf94c6579ecfe1d8cf9?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
147,16:10,TPE,19:45,ICN,19:25,GMP,10:20,TPE,中華航空、大韓航空,Trip.com,12423,24846,https://travel.line.me//flights/d2186821bc64176388d95d58b2ace996?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
148,19:45,TSA,12:40,ICN,12:55,ICN,17:40,TPE,廈門航空、中國東方航空,Trip.com,12429,24858,https://travel.line.me//flights/233a41270f92c17a0902512ff92898eb?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
149,17:10,TPE,20:40,ICN,07:20,GMP,12:30,TPE,韓亞航空,BudgetAir,12419,24838,https://travel.line.me//flights/7392ded11d95a3a486860546d20d046a?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
150,16:10,TPE,19:45,ICN,10:35,ICN,12:10,TPE,大韓航空,BudgetAir,12442,24884,https://travel.line.me//flights/d01a39682aaca4a24af2337b4bad1fd8?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
151,17:10,TPE,20:40,ICN,12:35,ICN,14:10,TPE,韓亞航空、中華航空,GotoGate,12442,24884,https://travel.line.me//flights/65dbf733c532179325a77eb91691915c?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
152,17:10,TPE,20:40,ICN,09:40,ICN,14:25,TPE,韓亞航空、中國東方航空,Kiwi.com,12443,24885,https://travel.line.me//flights/96308ee503c6f64d12ea2f3c4dfffbda?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
153,17:10,TPE,20:40,ICN,12:55,ICN,17:40,TPE,韓亞航空、中國東方航空,Kiwi.com,12443,24885,https://travel.line.me//flights/0356b3e700268085f5f77541fbe56fb5?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
154,13:30,TPE,17:05,ICN,10:35,ICN,12:10,TPE,韓亞航空、大韓航空,Trip.com,12520,25040,https://travel.line.me//flights/bb27009e7c7477166b65bc0b91acdba2?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
155,07:55,TPE,15:05,GMP,10:35,ICN,12:10,TPE,大韓航空,Mytrip,12479,24957,https://travel.line.me//flights/cb5085075c8271ddb3c509984dea6953?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
156,18:00,TPE,21:35,ICN,16:05,ICN,17:45,TPE,酷航、大韓航空,Trip.com,12660,25320,https://travel.line.me//flights/4b088af309c131dc17c0809e5a1f19e3?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
157,09:25,TSA,12:45,GMP,20:45,ICN,22:20,TPE,中華航空,ezfly 易飛網,12729,25458,https://travel.line.me//flights/12dafba99e267f0180bbce346b96c8ec?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
158,13:20,TPE,16:50,ICN,12:55,ICN,17:40,TPE,大韓航空、中國東方航空,Trip.com,12698,25396,https://travel.line.me//flights/68e09184dee8dfe0dac681c3ffd1dc78?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
159,21:55,TPE,01:30,ICN,09:00,GMP,13:40,TPE,台灣虎航、大韓航空,Trip.com,12712,25424,https://travel.line.me//flights/e884d7a2ea66fe428afc9995dbfaf37d?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
160,15:30,TPE,08:50,ICN,09:05,ICN,10:50,TPE,越竹航空、濟州航空,Trip.com,12786,25572,https://travel.line.me//flights/b5ef0f9ebba03f9302d1a6c8fc43ff28?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
161,14:50,TPE,08:25,GMP,10:35,ICN,12:10,TPE,濟州航空、大韓航空,Trip.com,12837,25674,https://travel.line.me//flights/d765e614e214cd9cb7b141d085319e62?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
162,11:50,TPE,15:05,ICN,14:20,ICN,15:50,TPE,濟州航空、韓亞航空,Trip.com,12852,25704,https://travel.line.me//flights/c22d8cd69ee394bacfaa74344d865be7?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
163,11:50,TPE,15:05,ICN,20:45,ICN,22:20,TPE,濟州航空、中華航空,Trip.com,12852,25704,https://travel.line.me//flights/039b044ae7097e24c6ba991da5115805?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
164,10:35,TPE,14:00,ICN,12:35,ICN,14:10,TPE,大韓航空,GotoGate,12801,25602,https://travel.line.me//flights/ac9ba7135b147a357173d2cd948c5e7b?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
165,19:45,TSA,12:40,ICN,10:35,ICN,12:10,TPE,廈門航空、大韓航空,Trip.com,12870,25740,https://travel.line.me//flights/bef54e108b09ae5e5868f2563311661d?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
166,10:35,TPE,14:00,ICN,09:00,GMP,13:40,TPE,大韓航空,Mytrip,12819,25637,https://travel.line.me//flights/af11668db309751cb5634764ee23c160?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
167,07:30,TPE,11:00,ICN,12:00,ICN,13:35,TPE,長榮航空,ly.com,12833,25666,https://travel.line.me//flights/160fe76904d7ff1575e48b179199a913?roundType=1&cabinClass=1&numOfAdult=2&numOfChildren=0&numOfBaby=0&linePointsRebateOnly=1&departureAirports=&departureCities=TPE&departureDates=1693785600000&arrivalAirports=&arrivalCities=SEL&departureAirports=&departureCities=SEL&departureDates=1694217600000&arrivalAirports=&arrivalCities=TPE
